neg	ياحظك بتقابل اللي تحبهم عمال ماك 🌚
pos	طرفة إرهابية 😅 قآل آلآمآم آبۆ محمد آلعدنآن تقبلہ آللہ مستهزءا بالرفضة : " ونظرنا في ايام الروا…
neg	الصوت :( 💘
neg	😂😂يانعلي هوا ااي بيحب بيخون 😪
neg	وش يبي البهيم هذا 🤔
neg	اداء واحد وبعدهاون ذا ناين ..توتر 😭
pos	لكن ترا الجروح سطحية موب يطعنك هه هم يسحبون الدم الي بين الجلد وهو واضح فاسد الجيد مايكون…
pos	المره الثانيه راح اعطيهم خبر باالموضوع هذا الله يحفظك 😎
neg	ايش هالترويج ياليتك نزلتيه الفجر لمن تعبنا ونمنا 😭
pos	أيوة صحبتي القوية ❤
pos	😂 لازم تقعد شهر شهر ونص لين تحبه
pos	اتحدا اذا يوصفننيي
pos	بعلم الحكومة :)
neg	#النصر_الجيل من يتفق معي إن حمدلله مو هداف وبس الا سفاح 🤔
neg	يتي كميلة ، قلوبي فالمستقبل
pos	ولما صار ود الناس خبا جزيت على ابتسام بابتسام وصرت أشك فيمن أصطفيه لعلمي أنه بعض الأنام 💜
neg	يا حبك الخافي بين قلبي وقلبي 💔
neg	الله يعطيها طولت العمر 💔 ااخ يمه الله يرحمها
pos	احلى شي 🌚
neg	السؤال المهم 😏 سرحانه في ايه حضرتك 🙄😒😒
neg	الاهلاوي تقله هاردلك الخسارة يقلك أهم شي الهلال ما ياخد الدوري 🤔 #الاهلي_بيرسبوليس
pos	اش هااد؟؟ ما بعرفه🤔 جبري بعرفها 🤗
neg	مو حبا في الاتحاد بل كرها بالنصر .. يارب الفوز للإتي بس علشان ما ننزل درجة أولى 😶
neg	ﻗﺎﻝ : ﻳﺎﻋﻤﺮ ﻫﻲ ﺃﻳﺎﻡ ﻭ ﻧﻤﻀﻲ .🍀 ﻓﺒﻜﻰٰ ﻋﻤﺮ ﻭﻗﺎﻝ : ﻛﻠﻨﺎ ﻏﻴﺮﺗﻨﺎ ﺍﻟﺪﻧﻴﺎ ﺇﻻ ﺃﻧﺖ ﻳﺎ ﺃﺑﺎ ﻋﺒﻴﺪﺓ ! 💔
neg	سايتوتك البريطاني ⁦⁦🇸🇦 السعودية .. مكة .. الرياض .. الدمام .. جدة .. صبياء .. الكويت . دبي .. جيزان .. قطر .. ⁦⁦و…
pos	سبحان الله 💜
pos	وش ذا الحمااس ياربي💛💛😂يارب سعد يروح لهم
pos	انت سوداني أصيل ياخ 😍
pos	اجل رد FIFA لازلنا في شهر ابريل 😅
pos	هي انحشرت ماعندها رد 😂 وبعدين لاتستغرب كذا تبع اسقاط الولايه لسانهن زفر اتحدا تل…
pos	بالعاده الزهارين اغبياء بس انتي ذكيه وكلامك فمحله دايما . تأكدي انتي منهم ولا لا 😂
neg	سكشن السويل* 😂 مستعدين للامتحان ولا لا يا بشمهندسين _ لا 😭 طب كله يطلع ورقه وقلم😃
neg	في ام الحول 🤔 كنت مغلوب على امرك او برضاك 👌🏼🤷🏻‍♂️👉🏻😂😂
pos	اشتقت إلى وجه أبي..صوته ونحن نقرأ القرآن معا وتصويبه لأخطائي .. اشتقت إلى ندائه لي.. إلى قلبه ❤ اللهم ارحمه كما رباني صغيرة وأكرمني كبيرة
neg	صح نعرف تسيبي تلقي كتاب هديه من قبل صارت لكن انتي حظك شين 🤦🏻‍♀️😂😂
pos	وقد يجعل الله في النصف خيرآ كثيرآ 🌹
pos	#صباح_الخير #الاتحاد_النصر #الاتحاد_النصر #صباحات_النصر لاتصدقوا ولاتتوقعوا بأن أمرا سيحدث غير فوز…
pos	وصباحك حبيبي بندر 💙
pos	حيرتني ياخي شلون فضائح تحكيمية تناقش وبعدها تقول إعلام يخفيها. رسينا على بر تناقش والا تختفي. علمن…
pos	ياللي غلاك بداخلي ماله ابعاد تبطي ولا حد من خفوقي يزيلك. 💛أحبك يانصر و الله احبك 💛 فالنا الفوز انشاء الله وبحول…
pos	شوفي الفراشه احلى 😂
pos	يعني وضعك الحين جذي ؟ 😂
neg	طولت الغيبه يا عناد الروقي 💔
pos	برونو قصدي بروفه 😂
neg	بعض الغائبون لا يرحلون تماما بل يتركون بقايا اصواتهم في قلوبنا 💔
pos	#ايش_علمتك_الايام واصنع جميلا في الحياة فإنما ، باللطف نبلغ في القلوب مقاما 🌸 ..!
neg	.. وافته المنية عاجلا فسكن القفر وارتحل حين تراكض عليه القدر حي أنت في قلبي و إن بت القبر ..…
neg	و شنو يعني اذا غنية ؟ 😒
pos	الحمد لله 🌹
pos	من عشره ناقصها رذاذ المطر 🤗
neg	الله يلعن الأحلام و الكوابيس انا تعبت معها و يلعنها مباراه 😔
neg	بموت ضحك تاي وش مسوي للستايلست 😭
neg	يتزكروه وكتر الله خيرهم 🤔
neg	#دعاء_كميل أم مع رجائي لرحمتك وصفحك تحرمني، أم مع استجارتي بعفوك تسلمني؟…
neg	تفاول خير 💔
pos	صباح الخيير 💛
pos	طيب فيه موج يضرب فيك و يغرقك وش الحل معه ؟ 😂
neg	والله داير افرح لكن خايف من الغدرة و اندم على فرحتي لقدام 💔
neg	الله ما ياكل بيده ما يشبع لو فزتم ع النصر يا استراحه النصر 😒
pos	ها يا غبي نفس مسلسل العراق انتقال المعركه لمكافحة داعش 😂 طوائر قلت تهبط باليل😂 لعنه الله على كل غبي
pos	الف مبروك والله يتمم لك على خير 🌹
neg	محدش بيتعلم من تجارب حد.. 😏 گل واحد بيحب يتخزوق بمجهودة الشخصي 😒🐸😂👊💔
neg	بالعكس محتاج إنقاذ 💔
neg	ديزمووند، اشتقتلهم 😔
pos	يا اجمل صدف عمري ♡
pos	"ولكن حب من سكن الديارا" ❤
pos	معلش الموبيل قطع وانا بكتب 😂 بقلك لما ركزت مع تويتس بتاعتك لقيت كلامها متطابق معايا الي حد كبير باستثناء…
neg	الواحد مو بس يجيه النوم لما يذاكر الا تجيه نومة أهل الكهف 😴
neg	😔 الشرهه على اللي جايبك انت واشكالك تدلسون وتراوغون . يمكن ماتكون حقيقه .
pos	لاعب #الهلال كنو في مباراة الامس: التمريرات ✅ % دقة التمرير ✅ صناعة الفرص ✅ تمريرات طويلة ✅ أسيست ✅ مر…
neg	يلا كمان قولي انها مطر مو مطره و غبار مو غبره 😡
pos	يعني المخابرات السورية وصلت للقمر وعايفة #الجولان 🌚 #الحشيش_الارجنتيني 🤦🏽‍♂️ الله حيوو العگيد شلاش 👌🏽
neg	#وش_يقول_الليل مدري لاني نام بدري من كثر الوحده اللي عايشها لما اسمع عن اسم وحيد القرن احسه انا 😭
pos	مهم جدا انك تتأقلم مع الظروف المحيطة بيك 👌
pos	ي ككه😍💋 — ي رب تكون نسيت ال ي بس 💓
pos	صباح الخيرات 😊
neg	بمناسبة الطفش اسألوني صارحوني قولو اي شي بخاطركم والي ما يقول ياويله مني 😡
pos	ملك الإنسانية ومملكة السلام لا والله ماهي غريبة تجاه أخوتنا الكويتيين وغيرهم يارب احفظ بلادنا سند الأمة العربية وا…
pos	الحمدلله 😂 انا من النوع اللي اشخمط وامشي
pos	كيف أستعد للأختبارات؟ نصائح راح اقدمها لك 🌟 #لست_وحدك #لوحه_مليانه_ايجابيه
pos	"فوق السماء جنة .. وتحت السماء امي 🌌
neg	الله يرحمه اللف رحمه السلفي الحليق 💔
pos	4.19 || يوتيوب الفيديو الموسيقي Boy With Luv يكسر الرقم للفيديو الأكثر مشاهدة في أول ساعة 😭💘👏🏻 حيث تخطى …
neg	إذا تكرمت ورى صورتي واسمي للأخ عبدالله بن مرعي وسلم عليه ✋
neg	دمااغي بتزن بطريقه مش طبيعيه مش قاادره اقوم لاا 😭
pos	يارب كف عني أذى الدنيا، وسخر لي الارض ومن عليها والسماء ومن فيها ومن الحظوظ أجملها ومن السعادة أكملها ومن الناس أخيرهم 💛
neg	صحيت لقيت في عنا حمامه بنيه احلا من حياتي😭🌼 اوكي مش النا بس محلاها 😭
neg	بس ماتوصل انه يقارنه بالسدحان 😐 صاحين انتم
neg	دعوااتكم له تكفوون 💔
neg	يعطيك العافيه ❤️ مشواري بعيد بس ان شاء الله ع وانا عندكم 😬
neg	احسك شيك هاي كلاس مدري يمكن عشان الافتار 😕
pos	🎥 | مشهد جميل البرد يكسو طريق عفيف ظلم اليوم الخميس . -
neg	مرت الأيام التي تمنيتها أن تمر معك.. 💔 يارب ياحبيبي اجمعني فيه بالجنه يارب
neg	ابييهاا تكفون 💔
pos	صدقه جاريه على روح مى ادعولها بالرحمه ❤
pos	الله يسعد صباحك في كل خير انشالله 😘
neg	مبقتش اناام عدل من الدرووس اللي ع الصبح دي 😭
neg	-نفسي أقابل شخص يخاف يخسرني مهما حصل . =قابلت الشخص ده خليته يكره اليوم اللي قابلني فيه وخسرني برضه 🌚 . -إني أسف .
pos	صوتكم مسموع سنين م♡ن الحرمان 😅
pos	قال ابن القيم رحمه الله 🍃 ذنوب الخلوات سبب للإنتكاسات😔 وعبادة الخلوات سبب للثبات💖 كلما طيب العبد خلوته بينه وبي…
pos	ياحظي بدا صباحي الحين 💜
neg	قلبي وجعني الصراحه 💔 ادري تمثيل بس قلبي عورني عليهم 😭😔 #Gloomy #TheDnE
pos	روح والقلب داعي لك ومتواجدين على مدار الساعه 😁
neg	خرف ياحرام 😑
neg	تذكرت هالمسلسل 😩😩💔
pos	تبقى معي في خافقي دوم موجود حتي ولو مالي علي الوصل حييله :)
pos	جميعا يا رب 💜
pos	ما ضاقت الا و فرجت .. الحمدلله 💗
neg	جميل أنت كضمة بقدونس خضرا وما فيها ولا بقدونساية صفرا 🙈
neg	هذا منتخب ذا فصل واحد 😒
neg	كم سرني وأسعدني مرور أختنا الفاضلة الكريمة :( مشاعل العتيبي )أسعدها الله بطاعته و شرفها برضاه و محبته و أكرمها…
pos	أصحاب المدرسه وحشوني جدا مع اننا لسه بنتجمع و نخرج مع بعض بس مش زي الاول كل واحد في كليته مشغول، وحشتني الدروس و ال…
neg	يمه الارميز يخوفون 😰
neg	ودي اجرب حليب اللوز 🤔
pos	صباح الخير 🌞
neg	وأيامك يا رب إن شاء الله جاري البحث عنه أمس خسفات داخل جايات طيران صوبي 😰 ولصقن فيني جاتني قشعريرة منهن
neg	جدة غير 😬 المدينة التي لاتنام بس شكله جنيتك ماتحب جده
pos	ايه الفطار الجامد ده 😌
pos	ايه كانت قطه 😂
pos	" وهن العظم " وإشتعل الرأس شيبا " وكانت إمرأتي عاقرا ثم قال " ولم أكن بدعائي ربي شقيا " رغم كل اﻷبواب الموصدة ..…
neg	#نواف_العابد_لاعلم_سبب_اصابتي من يعرف هذا الاثنين من جماهير الهلال بالرياض لازم يجبرونهم يروحون…
pos	~☆بسم الله الرحمن الرحيم☆~ ▪🌸ﺍلقرآن الكريم 🌸▪ ﺭئتك الثالثة حين تختنق من دخان الحياة ﻓﻬﻮ : ﻳﻨﻔﻊ وﻳﺸﻔﻊ ، ﻭﻳﺮ…
neg	هه .. تعذيب نفسي هذا 💔
pos	#الاتحاد_النصر تعال يا نور النصراويه يهايطون علينا 😂
neg	خايس والله ،، ما انصح فيه 👎
pos	ابغى توم بوي 😅بويه 😂
pos	يالله صبآح خير ، وصار البيبي يوصل ارذل خليقة الله الي مروا بحياتك وشطبت عليهم لك ثاني 🌚
pos	#حساب_يستحق_المتابعه ♛┉┈ ♛ ┉┈♛ حضوره كإطلالة فرح و تميزه يعجز عنه الوصف أبدع فكآن للتألق عنوان ┉ ♛…
neg	شت 😂😂 😲
pos	اكملووا ..! خل الذي كبروا راسك وقت الله الله يفيدونك!! #صباح_الخير 🌹
neg	#وش_تعلمت_من_الدنياء البكاء 💔
pos	صباح الخير ام جسوم الوردة 😎
neg	حركاتها تبجي الواحد غصبا عليه!!
neg	ألو/ ويفز من حلو الألو نبضي ، واضم الصوت في قلبي واغنيله 😴 ㅤㅤ #تشﮝ
pos	اللهم هب لي قلبا لا يتكاسل عن الصلاة ولا يؤخرها . . . ❤
neg	#معركة_الكرامة٢ التي يخوضها الأسرى في سجون الاحتلال الإسرائيلي تدخل يومها #السادس على التوالي، وسط سعي إدارة السجون…
neg	ايش صار 😏
neg	جم مرة أقولك لاتاخذ ربعك وتخرعون البنات وبعدين 😒😂
neg	مشكلة التقليد 😏
pos	اخوة لم تلدهم امي ❤
pos	الأصيل إن قال للعهد احتما وإن تقدم ما يجي فيه انهزام 🎵
pos	الله يسعدك 🌹
pos	كلام جمييل 🍁
neg	شكرا لتقديركم تعبنا 💙 فانا لم انم + لدى امتحان غدا و درسين عليا الذهاب لهم 😞 ادعوا للارميز تاى بيمتحنوا و ربنا معاكم ايضا
neg	كاس الامم القاريه 😏
pos	✒تأمل آيه: قال تعالى {اقرأ وربك الأكرم } تلاوة القرآن سبب لنيل المكارم في الدنيا والآخرة..…
neg	💔 عن #رسول_الله (صلى الله عليه وآله) \" #ياعلي ، إني قد أوصيت فاطمة ابنتي بأشياء وأمرتها أن تلقيها إليك ، فأنفذها ،…
pos	افعلها يا نصر ارجووك 💛 #الاتحاد_النصر
pos	الليلة موعد الرجولة موعد رد الإعتبار موعد اثبات الذات موعد لتلقين آفات الإعلام معنى شرف المنافسة التى افتقدوها…
neg	جميل جدا 😍 لكن وين بقية المقطع 🤔
neg	ايادينا عاجزة عن ملامسة قبرك في البقيع الا ان قلوبنا تطوف هناك 💔 ولادة زين العابدين ع💫…
pos	ماقصرت يابو عابد لك فضل كبير بالمباراة هذي الله يعطيك العافية 💙
pos	وكيف عرفتي ؟ 🙂
neg	يبي يحط مسرحيه وقفطته هه 😭 .
pos	احزري شو جبتلك من عند زغيب 💎
pos	.اللهم أعني على ذكرك وشكرك وحسن عبادتك ♥
neg	حززررننيي ضعيف ع نياته 😭🙂وهي قليلة ادب تقوله تشبه رابح وانا ماحط صورتي خلفيه وهو فااتتح فمه 😭😭انا ليه شفته ياخون 😰
neg	الله لايلعنك 😭
neg	الحين صرنا نلبس الصمت وٰننام وٰ ب قلوبنا ضجة حنين وٰ أماني 💔
pos	مالقيتش انسب من الكلمه دي تعبر ع الموضوع 😂
neg	أكملته البارحة و بكيت لين شبعت بكا 💔
neg	😐 زمن المعجزات خلص بس ربنا كريم
neg	اللي لاقى ضميري الدراسي يحكيلو مامتك تتعبت وهي تداور عليك 💔
neg	دي مش tik tak دي فلاتر 🌚
pos	كل هاجس مايجيب الا خيالك ❤️ 🎶 النوم طيب 😂 تصبحون ع خير 🏃‍♂️🏃‍♂️
neg	شفت الصدفه كيف 😁 واكتشفت انو اخو عمتي 🤔 وابن بنتها ل تيتتو 🤨 وجدي كان ابو 🤔 سبحان الله…
pos	كفاه الله 💗
neg	الاداره لا دين لها 😂
pos	🌹أفضل القلوب 🌹 قلب…
neg	﮼على،طاري،بروود،الرد 💔 ﮼انا،حتى،العتب،عفتة👋🏻
pos	صح لسان الكاتب 😝
neg	حتى انا مقدر اكلها لانه التقويم تاعبني مقدر اكل شي خشن .. 💔 بالغصب اذا شي خاطري فيه 🤣
neg	#الطيب_يكتمل_اذا💫 ﴿ إذ قالوا ليوسف وأخيه أحب إلى أبينا منا ﴾ لم يحسدوه على المال 💰 بل حسدوه على المحبة.😍 عطايا…
neg	ياهي ريحة عطرك خذت عقلي وخذتني :(
neg	اللهم في يوم الجمعه ارحم من حن له القلب.. اللهم اجعل قبره عامرا انيسا منيرا باردا اللهم ارحمه وافتح له بابا…
pos	⠀ ↴ ❀ ⠀ ⠀ ⠀ ⠀ ⠀ لكنني أحبك حتى في منعطفات الحياة الخطرة و السيئة ، حتى لو تركتني الحياة دونك وحيده ، حتى رغم تعا…
pos	النجاح لا يأتي مما تقوم به من وقت لآخربل ما تقوم به بإستمرار 💜
neg	كسب العيش بالحلال صعب 🌚
neg	انا بعد من الصدمة صورته جي ولا فكرت اتصور وياه صوره عادية 😭
neg	#بعد_المطر ننظف الدرايش والبلكونات 😓😥 مادري من وين عندهم وقت اللي بالكوفي شوبات والشوارع يصورون 😭
neg	نجود تكفين ذاكري والله ان الاختبار بكرا 😩
neg	أصلا مافيه هدية ولا شي ، من راسي جبتها كله عشان أحارشك ؟ 😏
pos	🌷صباح الورد والفل 🌷
pos	اللهم في هذا اليوم الممطر غير حالي الى احسن حال وسخرلي من حظوظ الدنيا مالا عين رأت يارب مع كل زخه مطر اشرح لي صدري…
neg	الحقيقه مره للأسف يا صاحبي 🙁
pos	سبحان الله وبحمده عدد خلقه ورضى نفسه وزنة عرشه ومداد كلماته ❤
pos	#يسقط_حكم_تميم دخل التاق ترند قبل وقت انطلاقته 😂💪🏽💚🇸🇦..
pos	والله كل يوم موجوه انت اللى مش بتعدي من هنا 😂😂 صباحك بيضحك بقي 😊
neg	الذي يقول: - لا يوجد امرأة صالحه في وقتنا هذا ! أخرج رأسك من المستنقع الذي أنت فيه فالصالحات لا وجود لهن في حا…
neg	وليش مايقولون لبعض دايركت 😶
neg	شرحك سرا 😡
pos	صباح الخير الف مبروك منها الي لاعلي نشاء الله 🍁
pos	هلا العب حماسي بدأ يحلق الى الافق قمت اقول درر 😏
pos	#كزاع يهيج .. 🐎 مثل خيل في ميدان ما يسلم نفسه الا الفوز .. يتعب على حب مشيد في قلبه كل الكنوز .. أما يحبه أو…
pos	#الاميرة_نجلاء_40k_محب🌟 هنآك أشخآص نآدرون يأسرونا ب طيب أخلاقهم حق علينا أن نفخر لتواجدهم بيننا ┉┅━❀❥❀━┅ 🌟…
neg	يا الله شعور حلو حلو حلو ماني قادرة 💔
pos	بإذن الله تعالى العميد باقي بالدوري 💛 والبطل النصر 💛💙 وهذاك الوصيف 😂😂
neg	💖 إلى كل من هو متصل الآن 💖 إن الله وملائكته يصلون على النبي يا أيها الذين آمنوا صلوا عليه وسلموا تسليمآ خرووج ✋
pos	السلام عليكم ورحمة الله وبركاته 🍃قال رجل للنبي ﷺ: كيف أقول حين أسأل ربي فقال ﷺ قل: اللهم اغفر لي وارحمني وعافني وار…
neg	﮼نظرت،إلى،الحياة،فلم،أجدها، ﮼سوى،حلم،يمر،ولا،يعود 🥀 #سعادتكم_تكمن_في
pos	المشهد من فوق برج القاهرة يستاهل وقوف طابور ساعة ونصف النهارده 😍
neg	هذه هي حصيلة نتائج مباريات اليوم الثاني من الجولة (27) من #دوري_كأس_الأمير_محمد_بن_سلمان .. كيف كانت نتيجة فريقك ا…
neg	اشتقت لك :(
pos	صوره تمثل مشاعر كل الهلاليين تجاه مايقدمه الحارس عبدالله المعيوف من مستويات متصاعده على كافة الاصعده 💙
pos	سلمتم جميعا على هذا الإطراء الذي لا استحقه . وما تلك إلا عين رضا منكم 🌸
pos	يعني كل مره تطلعون بموسم صفري مو اول مره 😂
pos	الذي نكبره في الفريق عبد الفتاح البرهان هو نزوله إلى قلب ♥ الميدان لتقديم نفسه، والرجل لا نعرفه ولا نزكيه ولا نزكي…
pos	حصلناه أخيرا 😅 هذه من اكثر الحشرات ازعاجا على وجه الأرض، تظهر ليلا اذا دخلت البيت بالخطأ فقل وداعا للنوم حتى…
pos	ي نهار اسود ع الجشع 😂
neg	مهو خلاص انا اعتبرت الحلم اتحقق 😭
neg	ميكو وصلت الف مستمع قوتهم 😨
neg	بموتت مب قادرة اوقف صراخ كيهيونن تجوففون كيهيونن هذا بكل جولة يصير امير…
neg	الوعود بتتبخر والكلام بيخلص والناس بتختفي ، متصدقوش ✋
neg	بتدايق اوي لما اكون كاوي القميص ويتكسر ف المواصلات 😤
neg	صرخت ب راجعين وغناها 😭♥️💘💘 مدري صدفة ولا سمعني بس مررة أنبسطت :(
pos	صباح الفل والياسمين 🌺
pos	- - فيه ناس ماعندهم - شغله في الحياه غير - صباحكم انا،، 🌞 - مسائكم انا،، 🌝 - وهو لو تحط صورته - على باكيت الد…
pos	الصباحات الجميلة مواعيد مع الحياة ، مع الأمل ، مع لحظات من العمر .. اقتطف لقلبك بذرة يقين وحسن ظن برب العالمين لتمل…
neg	صباح الخذلان 😒
neg	هى دى اخلاقهم للأسف 😔
neg	اهم ترويج سويته امس بموت اللي يضحك غلطت بأسم اغنيه هالزي 😭
neg	تعالوا شوفوا المحتال الكبير 🌚
neg	#تنبيه 🚫 الساعه :00 تم تجديد رصيد الاعضاء لكل عضو{3}تغريدات باليوم ☟☟ مرور حساب الاداره #اجباري ✔ التم تحت ا…
neg	متاكد 🙁 احسك مش انته
neg	يابختك 🙄 احنا في الدوام من 😤
neg	بالرمضان التلفزيون مانتابع 😒 #مسلسل_ودك_يتكرر_برمضان
neg	ال مايشوف أمه بصباحه هوه والميت سوا 💔
neg	ماتستخدمش معايا التلميحات ابدا ، ابهرني بجرائتك عشان ماابهركش بغبائي 😏
neg	مرحوم ياللي عليك الدمع منثور وحشه غيابك بالقلب حيه 💔
neg	أسمي بس 😕
pos	صباح النور روعه 🌹
neg	. مفيشex ولا زفت الحمد لله💔 .مفيش حد 😑
neg	هلا قريت برجي قال : تنتظرك ايام رخا يا رب ما يكون في خربطة بالاحرف 🐸
pos	شاي شفيت ذا اخووك يسوي بلاوي 😂
pos	صباحك مشرق هند الورده 🌼
neg	ماحبيت الحركه ابدا.
pos	شكرا على التوضيح 🌹
pos	لا خلاص تفرمت ،، اشوى تعدل نومي يبيلي اذبح ذبيحه 😂
neg	الكوز الفي الكهرباء ده اقتلعوه إقتلاعا ياخ وودوه مكان ما آمن 😓
neg	هي احيانا تجيب العيد بشكلها بس شنسوي 💔
pos	أول الحب أن تحبه لشيء فيه .. وآخره أن تحب الأشياء لأنها فيه .. 💛
pos	لاتخف من الفشل أو التجارب الجديدة في كل أمور حياتك فهي إن لم تعطيك الخبرة والنجاح ستساعدك شيئا فشيئا علي اكتشا…
neg	لا متتعشمش أنا بزيط بس :(
pos	هادي الالفي 😇😂 سنه😉 من الشرقيه 😎
pos	ونعم والله يحفظه 🌹
neg	الله أكبر ياحبيبي ياالله مااعظمك وماأعظم شأنك سبحانك ربي سبحانك 😖
pos	عجيبلكوا كازوزه 😂
pos	من أجمل ماكتب الشاعر أحمدالمحياوي: من العدل لا كرهت انسان تبعد عن الذم والتشويه يمكن إذا جربوه يبان إ…
pos	يخسف الله القمر " فنصلي " تكسف الشمس " فنصلي " وحين تجدب الأرض أيضا " نصلي " - الصلاة تحل مشاكل كونية فكيف لا تحل مشاكلك الشخصية 💚
pos	بكيت من كلمة ما تكسر الخاطر و ضحكت من كلمة ما ينضحك منها :)
neg	صباح النور إذا بقى شي ارسليه 😒
neg	انا كويس 🌚
pos	رب اجعلني مقيم الصلاة ومن ذريتي ربنا وتقبل دعاء .. ♥
pos	هكذا احتفل زوجين من طيور اللقالق بعد نزول أول بيضة لهما في العش 😍
neg	ياليلل ترا اكلج كثير مشي 😭
neg	افف حرفيا باقي سبع دقايق 😭
neg	الله يرحمها ويوسع بقبرها يارب ويدخلها جنات النعيم 💔
pos	احلى جمله كان ممكن اسمعها هاي الفتره 😂
pos	بهبوط الاتحاد بأذن الله 😻
neg	ياريت لا 🌚
neg	صباح الورد😘 ميته جوع 💔 مين يعزمني عالفطور 😞
neg	عايزة أخرج يا روج 😭
neg	ربي يرفع من شائنكم /وينزل من شىنا/#امريكاوغيرة ممن يحقدوناعل #الاسلام 😯
pos	يارب تكون مبسوط 😏
pos	وا قلبي 😍
pos	شكرا،وصباح الننور 🎻
pos	يتوجه مكتب النقابات و المهن الحرة المركزي بالتهنئة و بالشكر الجزيل لجميع الأخوة و الأخوات الذين شاركوا و دعموا هذا…
pos	الأولى أصح والمعنى واحد ونسأل الله أن يستجيب 😁
pos	+1 بسرعة ياريت حل للخنقة بدون سبب
neg	يارب اشوفك مبسوطه دايم 😭
neg	كيف بتقارنوا صوت شب بصوت بنت مش شايفه وجه للمقارنة 🌚
pos	أشجان القران صوت الشيخ عبد الباسط عبد الصمد (رحمه الله وجعله بالفردوس الأعلى بالجنة)
neg	ما عندك حدا يحكيلنا القرار الاكيد 🤔
neg	مو واضح بس دققت وعرفته 😭
pos	مسيلي على نفسك وقولها أمير(أبو سعيد) بيقولك مساا . 💘
pos	رتويت اذا كنت من هالجيل خنشوف شكثرنا 😍
pos	حتى بالخيال ماتصير صفر ذبح وفايزين اشهدنج زيادت عدد يالطيبه 😂
pos	الخطه كانت تذاكر وهي مروقه 😂
pos	حط هذي Avi 💜
pos	ما يندرا عنهم 😂
neg	✖ عودة ♻ إنقطاع المياه بشكل متكرر صباح كل يوم ⚠ ⏫
neg	اع بابا :(
pos	اللهم أكتب لنا الخير 😘
pos	جالكسي S10 😍
neg	ربنا يفرحك بيهم. انا بقول تخديهم تطلعهم رحلة😃😃 للقناطر الخيرية 🙈 🙈 🙈 🙈
pos	كل وجه غير وجهك .. ماله بعيني قبول 💙
neg	اكل بيض عادي 🌚
pos	والله مافي خونه غير من يآمر الناس بالبر و ينسي نفسة 😂
neg	خلاص كرهت المكان 💔
neg	مش وقته خالص التعب ده 😭
pos	- صلوا على خير من وطئ الثرى وسلموا حتى تنالوا المبتغى💭💗🍂. " اللهم صل وسلم على نبينا محمد " …
pos	والذين هم علىٰ صلاتهم يحافظون ❤
neg	قايز صرت انام قليل ، اكيد احد حسدني 💔
pos	#تصويري 😍 ان اعجبتك الصورة #رتويت تستاهل هالصورة الف رتويت 😜
neg	ربنا ياخدهم 💔
neg	، والموظفين مشي حالهم؟! 😒
neg	يا الله كل شيء حولي بات سيء حتى أنا صرت بأسوأ نسخة مني حزينة طوال الوقت منطفئة كالعادة أفتعل المشاكل من لاشيء وأ…
neg	🙄 افا توقعتك اقوى من كذا 😒
pos	ترتيب أفضل علامة تجارية خلال عام الأخيرة،👈🏻 لاحظوا من بدأ يتصدر القائمة في السنوات الأخيرة 😎
neg	قيل ان الأخت اسم أخر للحب وقطعة من الأم هكذا هي أختي❤️💫 الله يرحمك حبيبتي 💔 #اليوم_العالمي_للاخت_الكبري
pos	كنت في مشوار دلوقت المهم لقيت محل .. هو مش محل اووي هو حاجة كدة في تحت السلم حرفيا المحل ده في حارة في المنيا اصحا…
neg	أمين يارب 😭
neg	انا بجيب ليك اخوي الصغير عمرو سنة سوداني وقاعد برا السودان .. يرص ليك تاريخ السودان كلو مع جميع الحضار…
pos	حب حياتك التي تعيشها. عش الحياة التي تحبها. 🌹
pos	صباحك رضى وخير ✨
neg	اقول يلا برجع اكمل مذاكره لا تلهيني عن المذاكره ياورع 😒
pos	فعلا نفس شي لقلته 😂 سيناريو ثورتنا😂😫 حتي السوادين مغرر بيهم
neg	اموت واعرف مين هيجيب الجون السادس 🤔
neg	،↓˓❁⸀ "̯ الهدوء الذي يلازمنا في بعض الأحيان ؛ هو رحلة قصيرة .. نبحث فيها عن بعض الحلو…
neg	اشفيك يابنت الحلال على قولت الكويتين مجهزه الدواء قبل الفلعه وانت مجهزه الحزن والغبنه من بدري 😢 ان شاء ا…
pos	الورد ما وقع على شيء إلا وجمله :)
pos	سبحان الله رووعه ماشاء الله 😍
pos	اكثري من الاعمال الصالحه لاياخذك عويس منه 😂
pos	ما فزت !! شايفك يا اللي تتحلطم 😉 -لسا معانا درزن (12) جهاز ايفون اكس ماكس في - نصف مليون ريال سيتم توزيعها ع…
neg	والله كلهم مايسترجلون الا قدامنا 😕
pos	ياريت يا جماعه والله 💙
neg	#وهل بتعرف ؟؟ حرقة الجوف المهينه ،، لما تفقد ام جناها💔 وفي الشباب شايفاهو زينة .. هل بتعرف ؟ وجعة الاصحاب فراقم 💔…
neg	ليت الوالدين معصومين من المرض ومن الكبر ومن التعب ومن الموت ليتهم مخلدين لا سوء ولا بأس 💔
pos	🌹هناك أناس كمفاتيح الذهب..🔑🔑 يفتحون كل قلب❤ بحسن كلامهم.. وكرم أخلاقهم…🌹 ليس الصبح من يذكرني بهم . فهم في ال…
neg	مشكله عبيد الكوره 😣
pos	#امطار_الخرج ليالي الخرج مامثلك ليالي 💙
pos	اشعر بالإنتماء للاشياء (البسيطه 💛
